SA2_CODE_2021,Buddhism_P,Christianity_Tot_P,Other_Religions_Tot_P,Hinduism_P,Islam_P,Judaism_P,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_P,Total_P_Ex,Buddhism_Percent,Christian_Percent,Other_Religions_Percent,Hinduism_Percent,Islam_Percent,Judaism_P,No_Religion_Percent,,,Tot_P
117031642,498,3680,73,200,194,193,7466,1371,12299,4.049109684,29.9211318,0.593544191,1.626148467,1.577364013,1.577364013,60.70412229,,,13670
117031643,396,4817,51,196,272,184,5437,941,11349,3.489294211,42.44426822,0.4493788,1.727024407,2.396686933,2.396686933,47.90730461,,,12290
117031644,527,2827,53,337,159,63,3268,779,7225,7.294117647,39.12802768,0.733564014,4.664359862,2.200692042,2.200692042,45.23183391,,,8004
117031645,5427,4165,100,471,393,41,7483,1866,18069,30.03486635,23.05052853,0.553434058,2.606674415,2.174995849,2.174995849,41.41347058,,,19935
117031646,920,1473,51,288,226,22,3700,731,6679,13.77451714,22.05419973,0.763587363,4.312022758,3.383740081,3.383740081,55.3975146,,,7410
117031647,720,4696,105,239,347,231,8364,1671,14708,4.895295078,31.92820234,0.713897199,1.624966005,2.359260267,2.359260267,56.86701115,,,16379
117031648,574,3570,62,254,267,139,6921,837,11785,4.870598218,30.29274501,0.52609249,2.155282138,2.265591854,2.265591854,58.72719559,,,12622
118011339,221,6330,49,81,76,1772,9001,1522,17533,1.260480237,36.10334797,0.279472994,0.461985969,0.433468317,0.433468317,51.3374779,,,19055
118011340,199,5934,57,69,82,2876,9803,1682,19023,1.046102087,31.19381801,0.299637281,0.362718814,0.431057141,0.431057141,51.53235557,,,20705
118011341,292,6474,51,131,93,1776,7360,1550,16170,1.805813234,40.03710575,0.315398887,0.810142239,0.575139147,0.575139147,45.51638837,,,17720
118011342,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,0
118011344,113,2939,30,28,68,4588,2679,680,10442,1.082168167,28.14594905,0.287301283,0.268147864,0.651216242,0.651216242,25.6560046,,,11122
118011345,211,5700,36,73,69,429,7327,952,13841,1.524456325,41.18199552,0.260096814,0.527418539,0.498518893,0.498518893,52.93692652,,,14793
118011346,161,4673,26,87,72,2528,3424,961,10963,1.46857612,42.62519383,0.237161361,0.7935784,0.656754538,0.656754538,31.23232692,,,11924
118011347,111,3000,22,53,30,577,3118,546,6908,1.606832658,43.42790967,0.318471338,0.767226404,0.434279097,0.434279097,45.13607412,,,7454
118011649,141,5108,63,83,53,3115,4867,1004,13425,1.05027933,38.04841713,0.469273743,0.618249534,0.394785847,0.394785847,36.25325885,,,14429
118011650,166,4059,38,49,72,1023,3811,746,9212,1.801997395,44.06209292,0.412505428,0.531914894,0.781589231,0.781589231,41.36995224,,,9958
118021564,502,4751,56,353,315,386,4583,882,10927,4.594124645,43.47945456,0.512491992,3.23052988,2.882767457,2.882767457,41.94197859,,,11809
118021565,627,5917,34,419,474,460,4772,898,12707,4.934288188,46.5648855,0.267569056,3.297395137,3.730227434,3.730227434,37.55410404,,,13605
118021566,230,5035,37,69,41,635,3085,657,9133,2.518340085,55.12974926,0.405124275,0.755502026,0.448921493,0.448921493,33.77860506,,,9790
118021567,205,5292,61,55,165,382,4059,859,10225,2.004889976,51.75550122,0.596577017,0.537897311,1.613691932,1.613691932,39.69682152,,,11084
118021568,356,4854,37,124,154,578,3264,488,9358,3.804231673,51.8700577,0.395383629,1.325069459,1.64565078,1.64565078,34.8792477,,,9846
118021569,237,6617,51,115,120,974,6893,1195,15011,1.578842182,44.08100726,0.339750849,0.766104856,0.799413763,0.799413763,45.91965892,,,16206
118021570,262,5514,52,196,147,447,5156,958,11777,2.224675214,46.82007302,0.441538592,1.664260847,1.248195636,1.248195636,43.78024964,,,12735
118021651,181,7681,42,96,107,625,9602,1169,18352,0.986268527,41.85374891,0.22885789,0.523103749,0.58304272,0.58304272,52.32127289,,,19521
118021652,129,5328,33,55,92,193,3036,1754,8856,1.456639566,60.16260163,0.372628726,0.621047877,1.038843722,1.038843722,34.28184282,,,10610
118021653,258,7930,79,80,226,439,3521,879,12533,2.058565387,63.27295939,0.630335913,0.638314849,1.803239448,1.803239448,28.09383228,,,13412
118021654,96,2857,18,26,50,352,1783,435,5176,1.854714065,55.19706337,0.347758887,0.502318393,0.965996909,0.965996909,34.44744977,,,5611
119011354,1394,10002,115,89,7347,10,2342,2546,21309,6.541836783,46.93791356,0.53967807,0.417663898,34.47838941,34.47838941,10.99066122,,,23855
119011355,107,423,12,45,518,0,242,120,1349,7.931801334,31.35656042,0.889547813,3.335804299,38.39881394,38.39881394,17.93921423,,,1469
119011356,865,5186,82,71,4012,0,1369,1190,11583,7.467840801,44.77251144,0.707934041,0.61296728,34.63696797,34.63696797,11.81904515,,,12773
119011358,828,9381,135,327,1301,7,4221,1003,16197,5.112057788,57.91813299,0.833487683,2.018892387,8.03235167,8.03235167,26.06038155,,,17200
119011360,848,9075,325,366,1963,6,3962,1124,16540,5.126964933,54.86698912,1.964933495,2.212817412,11.86819831,11.86819831,23.95405079,,,17664
119011361,2004,8538,117,141,6773,5,3022,1883,20601,9.727683122,41.44459007,0.567933595,0.684432795,32.8770448,32.8770448,14.66919082,,,22484
119011571,1545,5079,89,339,5927,9,2558,1441,15540,9.942084942,32.68339768,0.572715573,2.181467181,38.14028314,38.14028314,16.46074646,,,16981
119011572,2297,5794,86,237,5148,0,2978,1885,16549,13.87999275,35.01117892,0.519668862,1.432110702,31.1076198,31.1076198,17.99504502,,,18434
119011655,313,5293,60,193,6407,13,1099,1273,13364,2.34211314,39.60640527,0.448967375,1.44417839,47.94223286,47.94223286,8.223585753,,,14637
119011656,355,4538,86,73,6346,0,928,1086,12330,2.879156529,36.80454177,0.697485807,0.592051906,51.46796431,51.46796431,7.526358475,,,13416
119011657,365,6586,84,270,939,16,2557,522,10818,3.374006286,60.88001479,0.776483638,2.495840266,8.679977815,8.679977815,23.63653171,,,11340
119011658,532,9727,83,285,1075,0,3572,709,15285,3.480536474,63.63755316,0.543016029,1.864573111,7.033038927,7.033038927,23.36931632,,,15994
119021362,987,11225,117,546,2258,9,3412,1777,18555,5.319320938,60.49582323,0.630557801,2.942603072,12.16922662,12.16922662,18.38857451,,,20332
119021366,1066,8175,52,279,8076,7,2047,1851,19693,5.413090946,41.51221246,0.264053217,1.416747067,41.00949576,41.00949576,10.39455644,,,21544
119021367,496,7744,86,179,3044,6,2129,901,13676,3.626791459,56.62474408,0.628838842,1.30886224,22.25797017,22.25797017,15.56741737,,,14577
119021573,430,2869,56,349,10462,3,1181,1742,15350,2.801302932,18.69055375,0.364820847,2.273615635,68.15635179,68.15635179,7.693811075,,,17092
119021574,382,2108,29,259,5551,0,851,956,9179,4.161673385,22.96546465,0.315938555,2.821658133,60.47499728,60.47499728,9.271162436,,,10135
119021659,1345,3583,88,1278,419,8,4248,938,10967,12.26406492,32.67073949,0.802407222,11.65314124,3.820552567,3.820552567,38.73438497,,,11905
119021660,1093,2613,103,1339,321,3,2483,1104,7955,13.7397863,32.84726587,1.294783155,16.83218102,4.035197989,4.035197989,31.21307354,,,9059
119021661,830,5556,65,414,661,17,3561,1112,11108,7.472092186,50.01800504,0.585163846,3.727043572,5.950666187,5.950666187,32.05797623,,,12220
119021662,546,11250,60,93,521,45,4478,973,16996,3.212520593,66.19204519,0.353024241,0.547187574,3.065427159,3.065427159,26.34737585,,,17969
119021663,254,3947,27,43,537,16,1107,331,5930,4.283305228,66.55986509,0.455311973,0.725126476,9.055649241,9.055649241,18.66779089,,,6261
119031370,861,6837,60,275,1092,11,3813,842,12949,6.649162097,52.79944397,0.463356244,2.123716117,8.433083636,8.433083636,29.44628929,,,13791
119031371,330,7213,35,178,273,20,4026,517,12077,2.732466672,59.72509729,0.289807071,1.473875963,2.260495156,2.260495156,33.3360934,,,12594
119031372,444,12485,48,262,941,29,4814,1207,19013,2.335244307,65.66559722,0.252458844,1.378004523,4.949245253,4.949245253,25.31951822,,,20220
119031373,839,4547,72,393,1212,14,3624,905,10701,7.840388749,42.49135595,0.672834315,3.672553967,11.32604429,11.32604429,33.86599383,,,11606
119031374,1481,11581,65,2176,1084,42,7398,1432,23827,6.215637722,48.60452428,0.272799765,9.132496747,4.549460696,4.549460696,31.04881017,,,25259
119031664,1040,2513,39,2377,371,4,5007,693,11353,9.160574298,22.13511847,0.343521536,20.93719722,3.267858716,3.267858716,44.1028803,,,12046
119031665,863,4457,38,600,727,14,4611,799,11310,7.630415561,39.40760389,0.335985853,5.305039788,6.427939876,6.427939876,40.76923077,,,12109
119031666,401,7738,83,594,308,21,4832,738,13977,2.86899907,55.36238105,0.593832725,4.249839021,2.203620233,2.203620233,34.57108106,,,14715
119031667,444,3986,57,1169,415,13,2668,772,8756,5.070808588,45.52306989,0.650982184,13.35084513,4.739607127,4.739607127,30.47053449,,,9528
119041377,589,7642,41,154,770,13,3091,673,12300,4.788617886,62.1300813,0.333333333,1.25203252,6.260162602,6.260162602,25.1300813,,,12973
119041378,619,5507,96,1906,714,26,3045,1138,11913,5.196004365,46.22681105,0.805842357,15.99932846,5.993452531,5.993452531,25.56031226,,,13051
119041379,665,8039,89,1217,1037,38,4138,986,15214,4.370974103,52.83948994,0.584987512,7.999211253,6.816090443,6.816090443,27.19863284,,,16200
119041380,251,8766,61,195,1093,57,2487,982,12914,1.943627071,67.87982035,0.472355583,1.509989159,8.463682825,8.463682825,19.25816943,,,13896
119041381,1032,7855,116,2949,2150,35,4343,1364,18489,5.581697225,42.48472064,0.627400076,15.95002434,11.62853589,11.62853589,23.48964249,,,19853
119041382,249,11109,65,137,639,55,3266,1132,15527,1.603658144,71.54633864,0.41862562,0.882333999,4.115411863,4.115411863,21.0343273,,,16659
119041668,730,5979,65,315,3228,31,4643,1580,14999,4.866991133,39.86265751,0.433362224,2.100140009,21.52143476,21.52143476,30.95539703,,,16579
119041669,243,5071,25,97,1947,19,1916,827,9318,2.607855763,54.42154969,0.268297918,1.040995922,20.89504185,20.89504185,20.56235244,,,10145
119041670,644,7055,62,1481,1902,23,3668,989,14842,4.339037866,47.53402506,0.417733459,9.978439563,12.8149845,12.8149845,24.71365045,,,15831
119041671,1068,2778,58,448,387,18,5109,868,9863,10.82834837,28.16587245,0.588056372,4.542228531,3.92375545,3.92375545,51.79965528,,,10731
120011383,610,14299,115,497,426,31,6110,1019,22094,2.760930569,64.71892822,0.520503304,2.249479497,1.928125283,1.928125283,27.65456685,,,23113
120011385,333,10494,89,209,234,54,6016,935,17431,1.910389536,60.20308646,0.510584591,1.199013252,1.34243589,1.34243589,34.51322357,,,18366
120011386,503,12269,83,227,278,64,6296,1204,19729,2.549546353,62.18764256,0.420700492,1.150590501,1.409093213,1.409093213,31.9124132,,,20933
120011672,448,6715,82,824,316,13,3630,820,12022,3.726501414,55.85593079,0.682082848,6.854100815,2.62851439,2.62851439,30.19464315,,,12842
120011673,752,2852,75,773,497,8,5778,717,10736,7.004470939,26.56482861,0.698584203,7.200074516,4.62928465,4.62928465,53.81892697,,,11453
120021387,197,5996,44,100,62,114,8200,874,14705,1.339680381,40.77524651,0.299217953,0.680040802,0.421625298,0.421625298,55.7633458,,,15579
120021389,237,5398,62,102,82,67,7105,765,13059,1.81484034,41.33547745,0.474768359,0.781070526,0.627919443,0.627919443,54.40692243,,,13824
120021674,164,3171,60,54,77,74,5137,731,8733,1.877934272,36.3105462,0.687049124,0.618344212,0.881713042,0.881713042,58.82285583,,,9464
120021675,348,6771,82,133,125,86,9108,879,16653,2.089713565,40.65934066,0.492403771,0.798654897,0.750615505,0.750615505,54.69284814,,,17532
120031392,632,5630,46,310,286,22,4460,615,11384,5.551651441,49.45537597,0.404075896,2.723120169,2.512297962,2.512297962,39.17779339,,,11999
120031393,566,10347,68,475,418,21,4509,1034,16400,3.451219512,63.09146341,0.414634146,2.896341463,2.548780488,2.548780488,27.49390244,,,17434
120031394,547,6442,102,177,363,68,9076,1171,16777,3.260416046,38.39780652,0.607975204,1.055015795,2.163676462,2.163676462,54.09787209,,,17948
120031395,273,6145,54,213,137,53,5967,670,12850,2.124513619,47.82101167,0.420233463,1.657587549,1.06614786,1.06614786,46.43579767,,,13520
120031396,1330,5063,242,5626,1035,13,6004,1504,19318,6.88477068,26.20871726,1.252717673,29.12309763,5.357697484,5.357697484,31.07982193,,,20822
120031576,159,1917,20,388,218,6,780,152,3484,4.563719862,55.02296211,0.574052813,11.13662457,6.25717566,6.25717566,22.3880597,,,3636
120031676,714,3763,79,1437,284,32,4463,690,10766,6.631989597,34.95262865,0.733791566,13.3475757,2.637934237,2.637934237,41.45457923,,,11456
120031677,811,4579,62,735,223,24,5095,705,11541,7.0271207,39.67593796,0.537215146,6.368598908,1.932241574,1.932241574,44.14695434,,,12246
120031678,1803,3619,72,1710,264,10,7187,1266,14676,12.28536386,24.65930771,0.490596893,11.65167621,1.798855274,1.798855274,48.97110929,,,15942
120031679,714,4890,55,377,151,16,4187,605,10388,6.873315364,47.0735464,0.529457066,3.629187524,1.453600308,1.453600308,40.30612245,,,10993
120031680,1297,4985,102,4499,417,7,3968,1143,15277,8.489886758,32.63075211,0.667670354,29.44949925,2.729593507,2.729593507,25.97368593,,,16420
120031681,562,4711,73,927,509,10,2007,467,8786,6.39653995,53.61939449,0.830867289,10.55087639,5.793307535,5.793307535,22.84315957,,,9253
121011399,904,7835,194,821,363,215,9699,1251,20043,4.510302849,39.09095445,0.967918974,4.096193185,1.811106122,1.811106122,48.39095944,,,21294
121011401,466,4147,66,524,167,95,5712,735,11168,4.172636103,37.13287966,0.590974212,4.691977077,1.49534384,1.49534384,51.14613181,,,11903
121011682,459,3095,87,826,249,74,4052,554,8852,5.185268866,34.96384998,0.982828739,9.331224582,2.812923633,2.812923633,45.77496611,,,9406
121011683,289,6670,73,105,69,251,5350,624,12816,2.254993758,52.0443196,0.569600499,0.81928839,0.538389513,0.538389513,41.74469413,,,13440
121011684,1413,6508,127,883,252,101,9133,1172,18429,7.667263552,35.31390743,0.689131261,4.791361441,1.36741006,1.36741006,49.55776222,,,19601
121011685,272,6515,76,312,103,131,4941,574,12354,2.201716043,52.73595597,0.615185365,2.525497814,0.833738061,0.833738061,39.99514327,,,12928
121011686,429,7224,132,517,261,148,6393,781,15107,2.839743165,47.8188919,0.873767128,3.422254584,1.727675912,1.727675912,42.31813067,,,15888
121011687,341,6482,61,193,135,114,5072,608,12388,2.752663868,52.32483048,0.492412012,1.557959315,1.089764288,1.089764288,40.94284792,,,12996
121021403,589,9777,180,1264,518,80,8751,903,21154,2.784343387,46.21820932,0.850902903,5.975229271,2.448709464,2.448709464,41.36806278,,,22057
121021404,138,5831,39,141,102,61,5086,394,11396,1.210951211,51.16707617,0.342225342,1.237276237,0.895050895,0.895050895,44.62969463,,,11790
121021406,463,9674,123,773,232,38,7101,748,18410,2.514937534,52.54752852,0.668115155,4.198804997,1.260184682,1.260184682,38.57142857,,,19158
121021577,591,3932,224,1747,372,38,4335,704,11239,5.258474953,34.98531898,1.993059881,15.54408755,3.309903016,3.309903016,38.57104725,,,11943
121021578,413,4423,73,430,134,44,4533,573,10056,4.107000796,43.98369133,0.725934765,4.276054097,1.332537788,1.332537788,45.07756563,,,10629
121021579,450,4163,163,1708,346,89,4244,717,11160,4.032258065,37.30286738,1.460573477,15.3046595,3.100358423,3.100358423,38.02867384,,,11877
121031407,959,8726,197,547,295,381,10241,1080,21353,4.491172201,40.86545216,0.92258699,2.561700932,1.381538894,1.381538894,47.96047394,,,22433
121031408,899,10723,161,415,195,337,10706,1150,23449,3.83385219,45.72902896,0.686596443,1.769798286,0.831591966,0.831591966,45.6565312,,,24599
121031409,532,7957,147,483,193,201,7021,678,16543,3.215861694,48.09889379,0.888593363,2.919663906,1.166656592,1.166656592,42.44091156,,,17221
121031410,590,8997,239,471,206,1718,8579,871,20794,2.83735693,43.26728864,1.149370011,2.265076464,0.990670386,0.990670386,41.25709339,,,21665
121031411,393,9950,180,503,178,167,8004,881,19370,2.028910687,51.36809499,0.92927207,2.596799174,0.918946825,0.918946825,41.32163139,,,20251
121031412,425,9114,177,581,183,96,6802,801,17390,2.443933295,52.40943071,1.017826337,3.341000575,1.052328925,1.052328925,39.11443358,,,18191
121041413,402,8186,77,274,129,253,8585,995,17910,2.244556114,45.70630932,0.429927415,1.52987158,0.720268007,0.720268007,47.93411502,,,18905
121041414,476,6734,122,528,116,191,8801,955,16961,2.8064383,39.70284771,0.719297211,3.113023996,0.683921939,0.683921939,51.88962915,,,17916
121041416,400,7036,94,356,115,176,7720,1288,15895,2.516514627,44.26549229,0.591380937,2.239698018,0.723497955,0.723497955,48.56873231,,,17183
121041417,410,4643,90,499,168,71,5555,998,11443,3.582976492,40.57502403,0.786507035,4.36074456,1.468146465,1.468146465,48.54496199,,,12441
121041688,223,6702,57,190,79,129,5623,764,12999,1.715516578,51.55781214,0.438495269,1.461650896,0.607739057,0.607739057,43.25717363,,,13763
121041689,180,7416,49,98,74,107,5915,722,13843,1.300296179,53.57220256,0.353969515,0.707939031,0.534566207,0.534566207,42.7291772,,,14565
122011418,196,10179,87,90,94,78,9143,873,19859,0.986958054,51.25635732,0.438088524,0.453195025,0.473337026,0.473337026,46.03957903,,,20732
122011419,209,9017,65,62,48,101,11600,1334,21104,0.990333586,42.72649735,0.307998484,0.293783169,0.227445034,0.227445034,54.96588324,,,22438
122021420,121,5330,38,17,25,61,6774,677,12375,0.977777778,43.07070707,0.307070707,0.137373737,0.202020202,0.202020202,54.73939394,,,13052
122021421,74,5640,46,14,15,28,4800,626,10617,0.696995385,53.12235095,0.433267401,0.131863992,0.141282848,0.141282848,45.21051144,,,11243
122021422,95,6203,35,33,33,53,6560,661,13020,0.729646697,47.64208909,0.268817204,0.253456221,0.253456221,0.253456221,50.38402458,,,13681
122021690,124,7481,50,71,40,44,5730,1087,13547,0.915331808,55.2225585,0.369085406,0.524101277,0.295268325,0.295268325,42.29718757,,,14634
122021691,94,5300,49,27,23,15,4791,575,10299,0.912709972,51.46130692,0.475774347,0.262161375,0.223322653,0.223322653,46.51907952,,,10874
122031424,280,7899,110,107,119,29,5274,730,13817,2.026489108,57.16870522,0.796120721,0.774408338,0.861257871,0.861257871,38.17036983,,,14547
122031425,67,4334,27,40,39,24,3157,362,7684,0.871941697,56.40291515,0.35137949,0.520562207,0.507548152,0.507548152,41.0853722,,,8046
122031427,214,6639,93,86,88,97,5331,628,12533,1.707492221,52.97215351,0.742041012,0.686188462,0.702146334,0.702146334,42.53570574,,,13161
122031429,296,9304,73,143,118,41,10715,1136,20692,1.430504543,44.96423739,0.35279335,0.691088343,0.570268703,0.570268703,51.78329789,,,21828
122031430,210,8212,90,204,107,68,7843,809,16741,1.254405352,49.05322263,0.537602294,1.218565199,0.639149394,0.639149394,46.84905322,,,17550
122031432,32,1947,12,9,16,22,1583,159,3627,0.88227185,53.68072787,0.330851944,0.248138958,0.441135925,0.441135925,43.64488558,,,3786
122031692,89,5096,32,84,35,33,3017,270,8382,1.061799093,60.79694584,0.381770461,1.002147459,0.417561441,0.417561441,35.99379623,,,8652
122031693,141,7253,57,46,50,35,5696,703,13277,1.061986895,54.62830459,0.429313851,0.34646381,0.376591097,0.376591097,42.90125781,,,13980
122031694,134,4025,69,108,60,36,4221,472,8644,1.550208237,46.5640907,0.798241555,1.249421564,0.694123091,0.694123091,48.83155946,,,9116
122031695,1004,7194,292,928,307,49,7103,951,16865,5.953157427,42.65638897,1.731396383,5.502520012,1.820337978,1.820337978,42.11680996,,,17816
122031696,180,8901,103,100,67,56,7176,598,16577,1.085841829,53.69487845,0.621342824,0.603245461,0.404174459,0.404174459,43.28889425,,,17175
122031697,77,5848,37,58,28,38,4547,611,10630,0.724365005,55.01411101,0.348071496,0.545625588,0.263405456,0.263405456,42.77516463,,,11241
123011433,58,9023,32,20,54,12,3495,604,12691,0.457016784,71.09762824,0.252147191,0.157591994,0.425498385,0.425498385,27.53920101,,,13295
123011698,150,3583,52,79,277,0,2033,278,6167,2.432300957,58.09956219,0.843197665,1.281011837,4.4916491,4.4916491,32.96578563,,,6445
123011699,130,8521,85,146,249,3,4194,674,13345,0.974147621,63.85162982,0.636942675,1.094042713,1.865867366,1.865867366,31.42750094,,,14019
123011700,143,7519,87,172,464,11,2448,394,10847,1.318336867,69.31870563,0.802065087,1.585691896,4.277680465,4.277680465,22.56845211,,,11241
123011701,252,11416,121,241,483,9,5763,756,18284,1.378254211,62.43710348,0.661780792,1.318092321,2.641653905,2.641653905,31.51936119,,,19040
123011702,106,5120,122,244,278,9,3291,374,9165,1.156573923,55.86470267,1.331151118,2.662302237,3.033278778,3.033278778,35.90834697,,,9539
123021436,391,9951,189,398,1528,8,6007,1540,18471,2.11683179,53.87363976,1.023225597,2.154729035,8.272427048,8.272427048,32.52124953,,,20011
123021437,708,10696,292,1075,2345,9,5138,1806,20278,3.491468587,52.74681921,1.439984219,5.301311766,11.56425683,11.56425683,25.33780452,,,22084
123021438,469,10715,286,576,2051,11,4768,1370,18866,2.485953567,56.79529312,1.515954627,3.053111417,10.87140888,10.87140888,25.27297784,,,20236
123021439,0,0,0,0,0,0,0,5,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,5
123021441,344,8653,185,721,1329,0,4398,1095,15634,2.200332608,55.34731994,1.183318409,4.611743636,8.500703595,8.500703595,28.13099655,,,16729
123021443,564,8782,554,2208,3971,0,3708,1538,19797,2.848916503,44.3602566,2.798403799,11.15320503,20.05859474,20.05859474,18.73011062,,,21335
123021444,609,11635,187,392,1126,10,5503,1699,19456,3.130139803,59.80160362,0.961143092,2.014802632,5.787417763,5.787417763,28.28433388,,,21155
123021703,491,6760,252,2321,2528,4,1835,678,14190,3.460183228,47.63918252,1.77589852,16.35658915,17.81536293,17.81536293,12.931642,,,14868
123021704,322,4339,184,1687,1258,3,1857,888,9648,3.33747927,44.97305141,1.907131012,17.48548922,13.03897181,13.03897181,19.24751244,,,10536
123021705,446,7972,379,1554,2091,0,3213,1052,15668,2.84656625,50.8807761,2.418943069,9.918304825,13.34567271,13.34567271,20.50676538,,,16720
123021706,443,5659,155,1461,2305,4,2915,1250,12948,3.421377819,43.7055916,1.197096077,11.28359592,17.80197714,17.80197714,22.51312944,,,14198
123031445,33,3537,28,6,29,4,1988,308,5626,0.586562389,62.86882332,0.4976893,0.106647707,0.515463918,0.515463918,35.33594028,,,5934
123031446,57,6704,23,39,90,7,3402,783,10329,0.551844322,64.90463743,0.222674025,0.377577694,0.87133314,0.87133314,32.93639268,,,11112
123031447,143,10433,80,12,124,8,7015,1173,17814,0.802739418,58.56629617,0.449084989,0.067362748,0.696081733,0.696081733,39.37914,,,18987
123031448,49,6300,16,15,97,10,2714,604,9204,0.532377227,68.44850065,0.173837462,0.162972621,1.053889613,1.053889613,29.48717949,,,9808
124011449,131,1960,65,15,5,26,3070,490,5274,2.483883201,37.16344331,1.23246113,0.284414107,0.094804702,0.094804702,58.21008722,,,5764
124011450,111,9796,104,52,70,27,8091,735,18258,0.607952678,53.65319312,0.56961332,0.28480666,0.383393581,0.383393581,44.3148209,,,18993
124011451,0,3,0,0,0,0,5,0,7,0,42.85714286,0,0,0,0,71.42857143,,,7
124011452,393,4469,141,95,47,64,7227,918,12430,3.161705551,35.9533387,1.134352373,0.764279968,0.378117458,0.378117458,58.14159292,,,13348
124011453,146,4580,113,41,53,20,5938,551,10894,1.340187259,42.04149073,1.037268221,0.376353956,0.486506334,0.486506334,54.50706811,,,11445
124011454,184,11063,128,53,50,30,9492,969,20995,0.876399143,52.69349845,0.609668969,0.252441057,0.238151941,0.238151941,45.21076447,,,21964
124011455,116,2533,31,23,12,13,3183,505,5923,1.958466993,42.76549046,0.523383421,0.388316731,0.202600034,0.202600034,53.73965896,,,6428
124021456,0,4,0,0,0,0,5,0,8,0,50,0,0,0,0,62.5,,,8
124031457,123,8333,135,231,247,0,5812,1115,14889,0.826113238,55.96749278,0.906709651,1.551480959,1.658942844,1.658942844,39.03552959,,,16004
124031459,84,8231,45,50,102,16,4727,664,13250,0.633962264,62.12075472,0.339622642,0.377358491,0.769811321,0.769811321,35.6754717,,,13914
124031460,187,12891,374,408,329,7,6026,786,20216,0.925009893,63.7663237,1.850019786,2.018203403,1.627423823,1.627423823,29.80807281,,,21002
124031461,164,9390,201,219,287,8,6011,1041,16285,1.007061713,57.6604237,1.234264661,1.344795824,1.762357998,1.762357998,36.91126804,,,17326
124031462,385,11572,833,2069,977,11,6765,2008,22617,1.702259362,51.16505284,3.683070257,9.147986028,4.319759473,4.319759473,29.9111288,,,24625
124031463,103,7926,335,292,216,7,2698,470,11570,0.890233362,68.50475367,2.895419188,2.523768366,1.866897148,1.866897148,23.31892826,,,12040
124031464,309,8002,191,551,408,10,6437,2055,15911,1.942052668,50.29225064,1.200427377,3.46301301,2.564263717,2.564263717,40.4562881,,,17966
124031465,49,3840,13,7,40,5,1776,290,5735,0.85440279,66.95727986,0.226678291,0.122057541,0.697471665,0.697471665,30.96774194,,,6025
124031707,148,9424,98,165,218,6,6002,981,16048,0.9222333,58.72382851,0.610667996,1.028165503,1.358424726,1.358424726,37.4002991,,,17029
124031708,202,6455,494,1392,468,6,3770,600,12788,1.579605881,50.4770097,3.862996559,10.88520488,3.659680951,3.659680951,29.48076322,,,13388
124041466,129,8387,193,202,95,9,5124,1103,14136,0.912563667,59.33078664,1.365308432,1.428975665,0.672043011,0.672043011,36.24787776,,,15239
124041467,122,8276,146,150,99,11,5476,979,14285,0.854042702,57.93489674,1.022051103,1.050052503,0.693034652,0.693034652,38.3339167,,,15264
124041468,43,4101,35,29,92,0,1685,1517,5987,0.718222816,68.49841323,0.584599967,0.484382829,1.536662769,1.536662769,28.14431268,,,7504
124051469,44,4067,61,128,324,0,1526,333,6153,0.715098326,66.09783845,0.991386316,2.080286039,5.265724037,5.265724037,24.80091013,,,6486
124051470,191,11927,257,406,1051,3,4971,1141,18801,1.015903409,63.43811499,1.366948567,2.159459603,5.590128185,5.590128185,26.44008297,,,19942
124051580,185,6871,124,569,1009,3,3129,1144,11884,1.556714911,57.81723325,1.043419724,4.787950185,8.49040727,8.49040727,26.32951868,,,13028
124051581,249,8746,217,735,851,6,4420,2115,15210,1.637080868,57.50164366,1.426692965,4.83234714,5.595003287,5.595003287,29.05982906,,,17325
125011475,0,6,0,0,0,0,0,0,3,0,200,0,0,0,0,0,,,3
125011582,992,2786,83,2605,7821,3,3226,1970,17517,5.66307016,15.90454987,0.473825427,14.87126791,44.64805617,44.64805617,18.4163955,,,19487
125011583,598,1246,45,2603,3366,0,1935,796,9796,6.104532462,12.71947734,0.459371172,26.57207023,34.36096366,34.36096366,19.75296039,,,10592
125011584,499,1879,36,142,3806,4,1624,863,7997,6.23983994,23.49631112,0.450168813,1.775665875,47.59284732,47.59284732,20.30761536,,,8860
125011585,1062,2867,51,312,1312,4,2378,630,7980,13.30827068,35.9273183,0.639097744,3.909774436,16.44110276,16.44110276,29.79949875,,,8610
125011586,2047,7247,147,2219,2204,5,5848,1478,19719,10.38085096,36.75135656,0.745473908,11.25310614,11.17703738,11.17703738,29.6566763,,,21197
125011587,510,1866,55,173,1183,0,1029,319,4819,10.58310853,38.7217265,1.141315626,3.589956422,24.54866155,24.54866155,21.3529778,,,5138
125011709,327,3574,67,234,801,0,2554,1687,7559,4.325969044,47.28138643,0.88636063,3.095647572,10.59663977,10.59663977,33.78753803,,,9246
125011710,1030,5912,149,853,1552,11,9442,1469,18943,5.437364726,31.20941773,0.786570237,4.502982632,8.193000053,8.193000053,49.84426965,,,20412
